latitude,longitude,district,sf_find_neighborhood,supervisor,tents,structures,observed_month,dist_to_bathroom_m,bathrooms_within_500m,needles_within_500m,underserved
37.76211298139,-122.4127556034,MISSION,Mission,9.0,0,0,2025-06-01,166.89333297077349,12,1920,False
37.76816094635,-122.41250624106,MISSION,Mission,9.0,1,0,2025-06-01,223.55193478484574,6,3013,False
37.76538855634,-122.41139762688,MISSION,Mission,9.0,0,0,2025-06-01,87.30004578727768,7,2526,False
37.76363829342,-122.41226145242,MISSION,Mission,9.0,0,0,2025-06-01,173.85946051837286,10,2189,False
37.76446531925,-122.41234863192,MISSION,Mission,9.0,0,0,2025-06-01,101.0632025652847,7,2414,False
37.76163534649,-122.41243258782,MISSION,Mission,9.0,0,0,2025-06-01,118.7570205831865,12,1811,False
37.78464818069,-122.41107378155,TENDERLOIN,Tenderloin,5.0,2,0,2025-06-01,71.26774110931905,11,3735,False
37.78502152975,-122.41197265685,TENDERLOIN,Tenderloin,5.0,3,0,2025-06-01,63.68523699163419,10,3808,False
37.78435538255,-122.41688344628,TENDERLOIN,Tenderloin,6.0,1,0,2025-06-01,110.13794080650497,17,4420,False
37.78420408098,-122.41857994348,TENDERLOIN,Tenderloin,6.0,1,0,2025-06-01,107.8072196373123,11,3632,False
37.78439989854,-122.41268344224,TENDERLOIN,Tenderloin,5.0,2,0,2025-06-01,42.09706613478946,13,4324,False
37.78511506545,-122.41458479315,TENDERLOIN,Tenderloin,5.0,2,0,2025-06-01,83.03601790576191,12,4324,False
37.78650165871,-122.41902820766,NORTHERN,Lower Nob Hill,3.0,1,0,2025-06-01,119.3704485570987,8,3302,False
37.78352494244,-122.42004945874,NORTHERN,Tenderloin,6.0,1,0,2025-06-01,207.57453879239125,11,3231,False
37.78557505799,-122.41880625486,TENDERLOIN,Tenderloin,6.0,1,0,2025-06-01,51.67746299909965,8,3418,False
37.7815277673,-122.42065899074,NORTHERN,Cathedral Hill,5.0,1,0,2025-06-01,124.69366283946867,13,3057,False
